Title,Rank,Mean Score,Genres,Number of Episodes,Media Type,Studios,Start Date
Death Parade,421,8.15,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 59, 'name': 'High Stakes Game'}, {'id': 40, 'name': 'Psychological'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",12,tv,"[{'id': 11, 'name': 'Madhouse'}]",2015-01-10
Dr. Stone: New World,422,8.15,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 78, 'name': 'Time Travel'}]",11,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",2023-04-06
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,423,8.15,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",4,movie,"[{'id': 10, 'name': 'Production I.G'}]",2019-10-25
Given: Uragawa no Sonzai,424,8.15,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 23, 'name': 'School'}]",1,ova,"[{'id': 456, 'name': 'Lerche'}]",2021-12-01
Haikyuu!! Movie 3: Sainou to Sense,425,8.15,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,movie,"[{'id': 10, 'name': 'Production I.G'}]",2017-09-15
IDOLiSH7 Second Beat!,426,8.15,"[{'id': 8, 'name': 'Drama'}, {'id': 61, 'name': 'Idols (Male)'}, {'id': 19, 'name': 'Music'}]",15,tv,"[{'id': 1103, 'name': 'TROYCA'}]",2020-04-05
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,427,8.15,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",1,ona,"[{'id': 56, 'name': 'A-1 Pictures'}]",2021-10-21
Buddy Daddies,428,8.14,"[{'id': 1, 'name': 'Action'}, {'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 68, 'name': 'Organized Crime'}]",12,tv,"[{'id': 132, 'name': 'P.A. Works'}]",2023-01-07
Given Movie,429,8.14,"[{'id': 28, 'name': 'Boys Love'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}]",1,movie,"[{'id': 456, 'name': 'Lerche'}]",2020-08-22
Jigokuraku,430,8.14,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 58, 'name': 'Gore'}, {'id': 13, 'name': 'Historical'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",13,tv,"[{'id': 569, 'name': 'MAPPA'}]",2023-04-01
Kaiba,431,8.14,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 7, 'name': 'Mystery'}, {'id': 22, 'name': 'Romance'}, {'id': 24, 'name': 'Sci-Fi'}]",12,tv,"[{'id': 11, 'name': 'Madhouse'}]",2008-04-11
Nisemonogatari,432,8.14,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",11,tv,"[{'id': 44, 'name': 'Shaft'}]",2012-01-08
Nodame Cantabile: Paris-hen,433,8.14,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 4, 'name': 'Comedy'}, {'id': 43, 'name': 'Josei'}, {'id': 19, 'name': 'Music'}, {'id': 22, 'name': 'Romance'}]",11,tv,"[{'id': 7, 'name': 'J.C.Staff'}]",2008-10-10
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,434,8.14,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 42, 'name': 'Seinen'}, {'id': 36, 'name': 'Slice of Life'}]",1,ova,"[{'id': 300, 'name': 'SILVER LINK.'}]",2022-03-23
Princess Tutu,435,8.14,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 7, 'name': 'Mystery'}, {'id': 70, 'name': 'Performing Arts'}, {'id': 22, 'name': 'Romance'}]",38,tv,"[{'id': 34, 'name': 'Hal Film Maker'}]",2002-08-16
Skip to Loafer,436,8.14,"[{'id': 8, 'name': 'Drama'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,tv,"[{'id': 132, 'name': 'P.A. Works'}]",2023-04-04
Tensei shitara Slime Datta Ken,437,8.14,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}, {'id': 27, 'name': 'Shounen'}]",24,tv,"[{'id': 441, 'name': '8bit'}]",2018-10-02
Working!!! Lord of the Takanashi,438,8.14,"[{'id': 4, 'name': 'Comedy'}, {'id': 22, 'name': 'Romance'}, {'id': 42, 'name': 'Seinen'}, {'id': 48, 'name': 'Workplace'}]",1,special,"[{'id': 56, 'name': 'A-1 Pictures'}]",2016-03-30
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,439,8.13,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 23, 'name': 'School'}]",13,tv,"[{'id': 456, 'name': 'Lerche'}]",2022-07-04
Eiga Daisuki Pompo-san,440,8.13,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 75, 'name': 'Showbiz'}]",1,movie,"[{'id': 1876, 'name': 'CLAP'}]",2021-06-04
Eizouken ni wa Te wo Dasu na!,441,8.13,"[{'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 69, 'name': 'Otaku Culture'}, {'id': 23, 'name': 'School'}, {'id': 42, 'name': 'Seinen'}]",12,tv,"[{'id': 1591, 'name': 'Science SARU'}]",2020-01-06
Gankutsuou,442,8.13,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",24,tv,"[{'id': 3, 'name': 'Gonzo'}]",2004-10-06
Golden Kamuy 4th Season,443,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 38, 'name': 'Military'}, {'id': 42, 'name': 'Seinen'}]",13,tv,"[{'id': 112, 'name': ""Brain's Base""}]",2022-10-03
Hinamatsuri (TV),444,8.13,"[{'id': 53, 'name': 'Childcare'}, {'id': 4, 'name': 'Comedy'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 42, 'name': 'Seinen'}, {'id': 37, 'name': 'Supernatural'}]",12,tv,"[{'id': 91, 'name': 'feel.'}]",2018-04-06
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,445,8.13,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 19, 'name': 'Music'}, {'id': 24, 'name': 'Sci-Fi'}]",1,movie,"[{'id': 18, 'name': 'Toei Animation'}]",2003-12-01
Katekyou Hitman Reborn!,446,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",203,tv,"[{'id': 8, 'name': 'Artland'}]",2006-10-07
Lupin III: Part 5,447,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 7, 'name': 'Mystery'}, {'id': 42, 'name': 'Seinen'}]",24,tv,"[{'id': 94, 'name': 'Telecom Animation Film'}]",2018-04-04
One Piece Film: Z,448,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 18, 'name': 'Toei Animation'}]",2012-12-15
Quanzhi Gaoshou Specials,449,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 79, 'name': 'Video Game'}]",3,ona,"[{'id': 2509, 'name': 'Colored Pencil Animation'}]",2018-04-27
Seirei no Moribito,450,8.13,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",26,tv,"[{'id': 10, 'name': 'Production I.G'}]",2007-04-07
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,451,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}, {'id': 29, 'name': 'Space'}]",13,tv,"[{'id': 14, 'name': 'Sunrise'}]",2019-04-29
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,452,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 66, 'name': 'Mahou Shoujo'}, {'id': 24, 'name': 'Sci-Fi'}]",1,movie,"[{'id': 35, 'name': 'Seven Arcs'}]",2012-07-14
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,453,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",1,special,"[{'id': 18, 'name': 'Toei Animation'}]",2012-08-25
Tunshi Xingkong 3rd Season,454,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 24, 'name': 'Sci-Fi'}]",33,ona,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",2022-09-14
Detective Conan Movie 05: Countdown to Heaven,455,8.12,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 73, 'name': 'TMS Entertainment'}]",2001-04-21
Ginga Eiyuu Densetsu Gaiden,456,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",24,ova,"[{'id': 1269, 'name': 'K-Factory'}]",1998-02-09
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,457,8.12,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,special,"[{'id': 14, 'name': 'Sunrise'}]",2015-04-03
Detective Conan Movie 14: The Lost Ship in the Sky,458,8.11,"[{'id': 1, 'name': 'Action'}, {'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 65, 'name': 'Tokyo Movie Shinsha'}]",2010-04-17
Diamond no Ace,459,8.11,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",75,tv,"[{'id': 10, 'name': 'Production I.G'}, {'id': 11, 'name': 'Madhouse'}]",2013-10-06
Durarara!!,460,8.11,"[{'id': 1, 'name': 'Action'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",24,tv,"[{'id': 112, 'name': ""Brain's Base""}]",2010-01-08
Fullmetal Alchemist,461,8.11,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}]",51,tv,"[{'id': 4, 'name': 'Bones'}]",2003-10-04
Kaze Tachinu,462,8.11,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 22, 'name': 'Romance'}]",1,movie,"[{'id': 21, 'name': 'Studio Ghibli'}]",2013-07-20
Kidou Senshi Gundam 00,463,8.11,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",25,tv,"[{'id': 14, 'name': 'Sunrise'}]",2007-10-06
Kono Subarashii Sekai ni Shukufuku wo!,464,8.11,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 20, 'name': 'Parody'}, {'id': 72, 'name': 'Reincarnation'}]",10,tv,"[{'id': 37, 'name': 'Studio Deen'}]",2016-01-14
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,465,8.11,"[{'id': 50, 'name': 'Adult Cast'}, {'id': 46, 'name': 'Award Winning'}, {'id': 39, 'name': 'Detective'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 7, 'name': 'Mystery'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 42, 'name': 'Seinen'}]",1,special,"[{'id': 10, 'name': 'Production I.G'}]",2006-09-01
Kuragehime,466,8.11,"[{'id': 4, 'name': 'Comedy'}, {'id': 81, 'name': 'Crossdressing'}, {'id': 43, 'name': 'Josei'}, {'id': 80, 'name': 'Visual Arts'}]",11,tv,"[{'id': 112, 'name': ""Brain's Base""}]",2010-10-15
Mirai Shounen Conan,467,8.11,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 24, 'name': 'Sci-Fi'}]",26,tv,"[{'id': 22, 'name': 'Nippon Animation'}]",1978-04-04
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,468,8.11,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",6,ona,"[{'id': 7, 'name': 'J.C.Staff'}, {'id': 1444, 'name': 'Egg Firm'}]",2019-12-30
Tamayura: Sotsugyou Shashin Part 4 - Ashita,469,8.11,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}]",1,movie,"[{'id': 333, 'name': 'TYO Animations'}]",2016-04-02
Toki wo Kakeru Shoujo,470,8.11,"[{'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 78, 'name': 'Time Travel'}]",1,movie,"[{'id': 11, 'name': 'Madhouse'}]",2006-07-15
Stand By Me Doraemon,471,8.1,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,movie,"[{'id': 235, 'name': 'Shirogumi'}, {'id': 247, 'name': 'Shin-Ei Animation'}]",2014-08-08
Tsurune: Tsunagari no Issha,472,8.1,"[{'id': 23, 'name': 'School'}, {'id': 30, 'name': 'Sports'}]",13,tv,"[{'id': 2, 'name': 'Kyoto Animation'}]",2023-01-05
Akatsuki no Yona OVA,473,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 25, 'name': 'Shoujo'}]",3,ova,"[{'id': 1, 'name': 'Pierrot'}]",2015-09-18
Boku no Hero Academia 2nd Season,474,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}]",25,tv,"[{'id': 4, 'name': 'Bones'}]",2017-04-01
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,475,8.1,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",1,movie,"[{'id': 2, 'name': 'Kyoto Animation'}]",2018-01-06
Detroit Metal City,476,8.1,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 19, 'name': 'Music'}, {'id': 42, 'name': 'Seinen'}]",12,ova,"[{'id': 13, 'name': 'Studio 4°C'}]",2008-08-08
Douluo Dalu 2nd Season,477,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 37, 'name': 'Supernatural'}]",237,ona,"[{'id': 1768, 'name': 'Sparkly Key Animation Studio'}]",2018-12-01
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,478,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 13, 'name': 'Historical'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 27, 'name': 'Shounen'}]",1,special,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]",2015-11-03
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,479,8.1,"[{'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 72, 'name': 'Reincarnation'}]",12,tv,"[{'id': 30, 'name': 'Ajia-do'}]",2020-04-05
Initial D Fifth Stage,480,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 3, 'name': 'Racing'}, {'id': 42, 'name': 'Seinen'}]",14,tv,"[{'id': 118, 'name': 'SynergySP'}]",2012-11-04
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,481,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",24,tv,"[{'id': 287, 'name': 'David Production'}]",2014-04-05
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,482,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,ona,"[{'id': 287, 'name': 'David Production'}]",2022-09-01
Kamisama Hajimemashita,483,8.1,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 25, 'name': 'Shoujo'}]",13,tv,"[{'id': 73, 'name': 'TMS Entertainment'}]",2012-10-02
Kidou Senshi Gundam Unicorn,484,8.1,"[{'id': 1, 'name': 'Action'}, {'id': 8, 'name': 'Drama'}, {'id': 18, 'name': 'Mecha'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",7,ova,"[{'id': 14, 'name': 'Sunrise'}]",2010-03-12
Kuroko no Basket: Saikou no Present desu,485,8.1,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}, {'id': 77, 'name': 'Team Sports'}]",1,special,"[{'id': 10, 'name': 'Production I.G'}]",2015-12-24
Mahoutsukai no Yome: Hoshi Matsu Hito,486,8.1,"[{'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",3,ova,"[{'id': 858, 'name': 'Wit Studio'}]",2016-09-10
Overlord IV,487,8.09,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}]",13,tv,"[{'id': 11, 'name': 'Madhouse'}]",2022-07-05
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,488,8.09,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 27, 'name': 'Shounen'}, {'id': 31, 'name': 'Super Power'}, {'id': 37, 'name': 'Supernatural'}]",13,ova,"[{'id': 73, 'name': 'TMS Entertainment'}]",2011-02-23
Serial Experiments Lain,489,8.09,"[{'id': 5, 'name': 'Avant Garde'}, {'id': 46, 'name': 'Award Winning'}, {'id': 8, 'name': 'Drama'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 37, 'name': 'Supernatural'}, {'id': 41, 'name': 'Suspense'}]",13,tv,"[{'id': 110, 'name': 'Triangle Staff'}]",1998-07-06
Tsubasa: Shunraiki,490,8.09,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}]",2,ova,"[{'id': 10, 'name': 'Production I.G'}]",2009-03-17
Tsukimonogatari,491,8.09,"[{'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 7, 'name': 'Mystery'}, {'id': 37, 'name': 'Supernatural'}]",4,tv,"[{'id': 44, 'name': 'Shaft'}]",2014-12-31
Uchouten Kazoku 2,492,8.09,"[{'id': 4, 'name': 'Comedy'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 6, 'name': 'Mythology'}]",12,tv,"[{'id': 132, 'name': 'P.A. Works'}]",2017-04-09
Zankyou no Terror,493,8.09,"[{'id': 39, 'name': 'Detective'}, {'id': 7, 'name': 'Mystery'}, {'id': 40, 'name': 'Psychological'}, {'id': 41, 'name': 'Suspense'}]",11,tv,"[{'id': 569, 'name': 'MAPPA'}]",2014-07-11
Baccano! Specials,494,8.09,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 7, 'name': 'Mystery'}, {'id': 68, 'name': 'Organized Crime'}, {'id': 37, 'name': 'Supernatural'}]",3,special,"[{'id': 112, 'name': ""Brain's Base""}]",2008-02-27
Gin no Saji,495,8.09,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",11,tv,"[{'id': 56, 'name': 'A-1 Pictures'}]",2013-07-12
Hajime no Ippo: Boxer no Kobushi,496,8.09,"[{'id': 54, 'name': 'Combat Sports'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",1,special,"[{'id': 11, 'name': 'Madhouse'}]",2003-03-21
Ansatsu Kyoushitsu,497,8.08,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",22,tv,"[{'id': 456, 'name': 'Lerche'}]",2015-01-10
Fumetsu no Anata e Season 2,498,8.08,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",20,tv,"[{'id': 1967, 'name': 'Drive'}]",2022-10-23
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,499,8.08,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 8, 'name': 'Drama'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 29, 'name': 'Space'}]",1,movie,"[{'id': 2256, 'name': 'Kitty Film Mitaka Studio'}]",1993-12-18
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,500,8.08,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 13, 'name': 'Historical'}, {'id': 18, 'name': 'Mecha'}, {'id': 20, 'name': 'Parody'}, {'id': 21, 'name': 'Samurai'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",1,special,"[{'id': 14, 'name': 'Sunrise'}]",2005-09-24
